dvcat,weight,dead,airbag,seatbelt,frontal,sex,ageOFocc,yearacc,yearVeh,abcat,occRole,deploy,injSeverity,caseid
24-Oct,267.531,alive,airbag,belted,1,f,16,1999,1997,deploy,pass,1,1,5:55:01
24-Oct,1870.4,alive,airbag,belted,1,f,16,1999,1997,deploy,driver,1,0,0.265289352
40-54,17.067,alive,airbag,none,0,f,16,1999,1999,deploy,pass,1,3,0.306273148
24-Oct,1068.295,alive,airbag,none,0,f,16,1999,1995,nodeploy,driver,0,0,8:42:02
25-39,633.074,alive,airbag,belted,0,f,16,1999,1993,deploy,driver,1,2,0.393773148
40-54,460.545,alive,none,none,1,m,16,1999,1990,unavail,pass,0,1,0.437511574
24-Oct,1307.137,alive,none,belted,1,m,16,1999,1987,unavail,driver,0,0,0.466678241
40-54,133.541,alive,none,belted,1,m,16,1999,1988,unavail,driver,0,2,0.46806713
25-39,142.043,alive,none,belted,1,f,16,1999,1993,unavail,driver,0,1,0.488217593
1-9km/h,53.821,alive,airbag,belted,1,m,16,1999,1995,nodeploy,driver,0,0,0.490983796
40-54,26.89,dead,airbag,none,1,m,16,1999,1995,deploy,driver,1,4,9:34:01
25-39,46.512,alive,airbag,none,0,m,16,1999,1997,nodeploy,driver,0,3,0.431956019
24-Oct,27.005,alive,airbag,none,0,m,16,1999,1995,deploy,pass,1,3,0.437511574
24-Oct,213.367,alive,airbag,belted,1,m,16,1999,1994,deploy,pass,1,3,0.44306713
24-Oct,19.807,alive,airbag,belted,0,f,16,1999,1998,nodeploy,driver,0,3,0.445150463
24-Oct,19.807,alive,airbag,belted,0,f,16,1999,1998,nodeploy,pass,0,2,0.445150463
40-54,72.023,alive,airbag,belted,1,f,16,1999,1991,deploy,driver,1,3,0.47431713
24-Oct,19.807,alive,airbag,belted,1,m,16,1999,1999,deploy,driver,1,3,0.478483796
24-Oct,65.784,alive,none,belted,1,f,16,1999,1986,unavail,driver,0,3,0.490983796
40-54,48.074,alive,airbag,belted,0,m,16,1999,1990,deploy,pass,1,1,11:29:01
25-39,48.074,alive,none,belted,1,m,16,1999,1988,unavail,driver,0,1,11:29:02
25-39,198.299,alive,airbag,belted,1,f,16,1999,1995,deploy,driver,1,2,0.534733796
40-54,61.28,alive,none,belted,1,m,16,1999,1990,unavail,driver,0,3,0.537511574
40-54,38.697,alive,none,belted,0,m,16,1999,1988,unavail,driver,0,3,0.552789352
40-54,38.697,alive,none,belted,0,m,16,1999,1988,unavail,pass,0,2,0.552789352
25-39,48.074,alive,airbag,none,1,m,16,1999,1998,deploy,driver,1,3,0.559733796
24-Oct,52.227,alive,none,belted,1,f,16,1999,1993,unavail,driver,0,3,0.562511574
24-Oct,0,alive,airbag,none,1,f,16,1999,2000,deploy,pass,1,1,1.01806713
24-Oct,234.023,alive,none,belted,1,m,16,1999,1989,unavail,pass,0,1,12:16:02
24-Oct,688.852,alive,airbag,belted,1,f,16,1999,1996,nodeploy,driver,0,0,12:18:01
24-Oct,688.852,alive,airbag,belted,1,f,16,1999,1996,nodeploy,pass,0,0,12:18:01
25-39,128.903,alive,airbag,belted,1,f,16,1999,1991,deploy,driver,1,1,0.597939815
40-54,31.497,alive,none,none,0,f,16,1999,1985,unavail,pass,0,0,0.609039352
25-39,37.455,alive,airbag,belted,0,f,16,1999,1991,nodeploy,driver,0,1,0.627094907
24-Oct,483.804,alive,airbag,belted,1,m,16,1999,1998,deploy,pass,1,1,0.631261574
24-Oct,35.797,alive,none,none,1,f,16,1999,1990,unavail,driver,0,3,0.632662037
25-39,397.516,alive,none,belted,1,m,16,1999,1988,unavail,pass,0,1,0.641678241
25-39,397.516,alive,airbag,belted,1,m,16,1999,1994,deploy,driver,1,1,0.641689815
24-Oct,197.286,alive,airbag,belted,1,m,16,1999,1999,nodeploy,driver,0,0,0.644456019
24-Oct,128.903,alive,airbag,belted,1,f,16,1999,1999,deploy,driver,1,2,0.646550926
40-54,22.278,alive,none,none,1,m,16,1999,1991,unavail,driver,0,3,0.653483796
40-54,22.278,alive,none,none,1,m,16,1999,1991,unavail,pass,0,0,0.653483796
25-39,91.427,alive,airbag,none,0,m,16,1999,1994,nodeploy,driver,0,3,13:06:01
24-Oct,172.19,alive,none,belted,1,f,16,1999,1986,unavail,driver,0,2,13:07:02
40-54,91.427,alive,none,belted,0,f,16,1999,1982,unavail,pass,0,3,0.59306713
24-Oct,154.971,alive,none,belted,0,m,16,1999,1990,unavail,driver,0,1,0.597233796
24-Oct,180.799,alive,none,none,0,f,16,1999,1983,unavail,pass,0,1,0.60974537
25-39,227.635,alive,none,belted,1,f,16,1999,1989,unavail,driver,0,2,0.612511574
25-39,227.635,alive,none,belted,1,f,16,1999,1989,unavail,pass,0,2,0.612511574
25-39,258.285,alive,none,belted,0,f,16,1999,1987,unavail,pass,0,5,0.619467593
25-39,72.169,alive,none,none,1,m,16,1999,1983,unavail,pass,0,NA,0.621550926
24-Oct,658.057,alive,airbag,belted,1,m,16,1999,1995,deploy,driver,1,0,0.637511574
24-Oct,1202.944,alive,none,belted,1,f,16,1999,1987,unavail,driver,0,1,0.65556713
24-Oct,1194.561,alive,none,belted,1,f,16,1999,1989,unavail,driver,0,0,0.683356481
25-39,120.605,alive,airbag,none,1,f,16,1999,1997,deploy,driver,1,0,0.688206019
24-Oct,247.953,alive,none,none,1,m,16,1999,1977,unavail,driver,0,2,0.692372685
25-39,20.87,alive,none,none,1,f,16,1999,1991,unavail,driver,0,3,41:136:1
24-Oct,261.235,alive,none,belted,0,f,16,1999,1993,unavail,pass,0,1,43:19:02
40-54,51.368,alive,none,none,0,f,16,1999,1989,unavail,pass,0,3,43:29:01
24-Oct,714.998,alive,airbag,belted,1,f,16,1999,1995,deploy,driver,1,1,43:44:02
24-Oct,714.998,alive,airbag,belted,1,f,16,1999,1995,deploy,pass,1,1,43:44:02
25-39,51.368,alive,airbag,belted,0,m,16,1999,1994,nodeploy,driver,0,0,43:48:01
40-54,51.832,alive,airbag,belted,1,m,16,1999,1995,deploy,driver,1,2,43:67:2
40-54,62.44,alive,none,none,1,m,16,1999,1989,unavail,driver,0,3,43:82:1
24-Oct,721.351,alive,none,belted,0,m,16,1999,1986,unavail,pass,0,0,43:105:2
25-39,453.021,alive,none,belted,1,m,16,1999,1992,unavail,pass,0,NA,43:116:2
1-9km/h,20296.808,alive,none,belted,0,m,16,1999,1990,unavail,driver,0,0,43:135:2
25-39,235.298,alive,none,belted,0,f,16,1999,1987,unavail,driver,0,2,43:163:2
25-39,87.329,alive,airbag,belted,0,f,16,1999,2000,deploy,driver,1,3,43:199:1
25-39,1691.697,alive,none,belted,1,m,16,1999,1991,unavail,pass,0,0,43:206:2
24-Oct,49.406,dead,airbag,none,0,f,16,1999,1998,nodeploy,driver,0,4,45:104:1
24-Oct,3380.889,alive,airbag,belted,1,m,16,1999,1992,nodeploy,driver,0,0,45:120:1
55+,49.406,alive,airbag,belted,1,m,16,1999,1997,deploy,driver,1,2,45:121:2
25-39,578.905,alive,none,belted,1,m,16,1999,1992,unavail,driver,0,3,45:140:1
25-39,578.905,alive,none,belted,1,m,16,1999,1992,unavail,pass,0,3,45:140:1
24-Oct,2271.638,alive,none,none,1,f,16,1999,1974,unavail,driver,0,0,45:145:1
55+,44.738,alive,none,none,1,m,16,1999,1986,unavail,driver,0,3,45:158:2
24-Oct,902.61,alive,airbag,none,0,m,16,1999,1994,nodeploy,driver,0,2,45:176:1
55+,46.257,dead,none,belted,1,f,16,1999,1987,unavail,driver,0,4,45:190:2
25-39,736.564,alive,none,belted,1,m,16,1999,1994,unavail,pass,0,0,45:222:1
25-39,325.827,alive,none,none,1,m,16,1999,1973,unavail,driver,0,3,48:22:01
25-39,222.396,alive,none,belted,1,m,16,1999,1983,unavail,driver,0,3,48:31:01
25-39,195.93,alive,none,belted,0,f,16,1999,1993,unavail,driver,0,3,48:38:02
25-39,982.528,alive,none,none,1,m,16,1999,1993,unavail,driver,0,3,48:40:02
24-Oct,912.472,alive,airbag,belted,1,m,16,1999,1997,nodeploy,driver,0,3,48:79:1
24-Oct,623.951,alive,none,belted,0,f,16,1999,1985,unavail,driver,0,0,48:99:1
25-39,197.541,alive,none,belted,0,f,16,1999,1991,unavail,driver,0,3,48:154:1
25-39,197.541,alive,none,belted,0,f,16,1999,1991,unavail,pass,0,0,48:154:1
25-39,426.054,alive,none,none,1,m,16,1999,1984,unavail,pass,0,3,48:160:1
24-Oct,194.176,alive,airbag,belted,1,f,16,1999,1999,deploy,driver,1,0,48:170:2
25-39,528.319,alive,none,belted,1,f,16,1999,1991,unavail,pass,0,3,48:200:1
25-39,334.61,alive,none,belted,1,f,16,1999,1988,unavail,driver,0,0,49:11:01
25-39,11.738,alive,none,none,0,m,16,1999,1966,unavail,driver,0,3,49:37:01
25-39,182.978,alive,none,none,1,m,16,1999,1979,unavail,pass,0,0,49:126:1
24-Oct,223.335,alive,airbag,none,1,m,16,1999,1997,deploy,pass,1,1,49:194:1
25-39,11.738,alive,none,belted,1,m,16,1999,1989,unavail,driver,0,0,49:196:2
25-39,11.738,alive,none,none,1,m,16,1999,1988,unavail,driver,0,3,49:219:1
24-Oct,2613.998,alive,airbag,belted,1,m,16,1999,1994,nodeploy,pass,0,0,73:110:1
25-39,31.795,alive,none,none,0,m,16,1999,1985,unavail,driver,0,3,73:117:2
40-54,1864.269,alive,airbag,belted,1,f,16,1999,1996,deploy,driver,1,1,73:118:1
25-39,14.185,alive,airbag,belted,1,f,16,1999,1997,deploy,driver,1,3,74:07:02
25-39,18.112,alive,airbag,belted,0,f,16,1999,1991,deploy,driver,1,2,74:22:02
24-Oct,39.961,alive,none,belted,1,f,16,1999,1989,unavail,driver,0,0,74:61:1
24-Oct,39.961,alive,none,belted,1,f,16,1999,1989,unavail,pass,0,0,74:61:1
24-Oct,162.276,alive,none,none,1,f,16,1999,1989,unavail,driver,0,2,74:83:1
40-54,46.377,alive,none,none,1,m,16,1999,1987,unavail,driver,0,3,74:94:1
40-54,46.377,alive,none,none,1,m,16,1999,1987,unavail,pass,0,2,74:94:1
25-39,50.043,alive,none,belted,1,f,16,1999,1991,unavail,pass,0,3,74:107:2
55+,630.746,alive,none,none,1,f,16,1999,1983,unavail,driver,0,2,74:150:1
24-Oct,7875.669,alive,none,belted,0,m,16,1999,1977,unavail,driver,0,0,74:162:1
40-54,50.73,alive,airbag,belted,1,f,16,1999,1993,deploy,driver,1,1,75:14:02
40-54,50.73,alive,none,belted,1,f,16,1999,1993,unavail,pass,0,1,75:14:02
24-Oct,366.578,alive,airbag,belted,1,m,16,1999,1998,deploy,driver,1,0,75:19:02
24-Oct,1062.764,alive,none,belted,1,f,16,1999,1979,unavail,driver,0,0,75:21:02
24-Oct,1062.764,alive,none,none,1,f,16,1999,1979,unavail,pass,0,2,75:21:02
24-Oct,80.992,alive,none,belted,1,f,16,1999,1991,unavail,driver,0,3,75:59:01
24-Oct,54.284,alive,none,none,0,f,16,1999,1987,unavail,driver,0,3,75:60:1
40-54,50.73,alive,airbag,belted,1,m,16,1999,1993,deploy,driver,1,3,75:92:1
40-54,1082.251,alive,none,none,1,m,16,1999,1980,unavail,pass,0,3,75:94:1
25-39,887.458,alive,none,belted,1,m,16,1999,1991,unavail,pass,0,0,75:119:1
24-Oct,196.034,alive,none,belted,1,m,16,1999,1983,unavail,driver,0,1,75:126:1
40-54,74.345,alive,none,belted,1,f,16,1999,1990,unavail,driver,0,3,75:135:1
25-39,90.248,alive,airbag,none,1,f,16,1999,1996,deploy,driver,1,3,75:144:1
25-39,90.248,alive,airbag,none,1,f,16,1999,1996,deploy,pass,1,3,75:144:1
24-Oct,144.996,alive,airbag,belted,1,f,16,1999,1999,deploy,pass,1,3,75:146:1
24-Oct,144.996,alive,airbag,belted,1,f,16,1999,1997,deploy,driver,1,2,75:146:2
24-Oct,312.489,alive,none,none,0,m,16,1999,1973,unavail,driver,0,2,76:29:01
24-Oct,312.489,alive,none,none,0,m,16,1999,1973,unavail,pass,0,0,76:29:01
24-Oct,1456.815,alive,none,belted,1,f,16,1999,1986,unavail,pass,0,0,76:49:02
24-Oct,932.373,alive,none,belted,1,f,16,1999,1994,unavail,pass,0,2,76:77:1
24-Oct,787.88,alive,none,belted,1,m,16,1999,1985,unavail,pass,0,0,79:116:2
25-39,5397.218,alive,none,belted,1,m,16,1999,1984,unavail,pass,0,1,81:07:02
25-39,55.999,alive,none,belted,1,f,16,1999,1987,unavail,driver,0,3,81:16:01
25-39,32.691,alive,none,belted,1,f,16,1999,1989,unavail,driver,0,3,81:30:01
25-39,22.174,alive,none,belted,1,f,16,1999,1987,unavail,driver,0,0,81:32:02
25-39,22.174,alive,none,none,1,f,16,1999,1987,unavail,pass,0,1,81:32:02
24-Oct,17.869,alive,none,belted,1,m,16,1999,1989,unavail,driver,0,2,81:77:1
24-Oct,84.744,alive,none,belted,1,m,16,1999,1991,unavail,pass,0,2,81:81:1
25-39,3479.258,alive,none,belted,1,m,16,1999,1989,unavail,driver,0,0,81:88:1
25-39,50.676,alive,airbag,belted,0,m,16,1999,1999,nodeploy,driver,0,2,82:133:1
25-39,56.015,dead,none,none,0,f,16,2000,1984,unavail,pass,0,4,0.134039352
25-39,265.049,alive,airbag,belted,1,f,16,2000,1994,deploy,driver,1,1,0.154872685
25-39,55.378,alive,airbag,belted,1,f,16,2000,1999,deploy,pass,1,1,0.157662037
1-9km/h,223.889,alive,airbag,belted,0,m,16,2000,1999,nodeploy,pass,0,NA,0.167372685
40-54,47.542,alive,airbag,belted,0,m,16,2000,2000,deploy,pass,1,2,0.186122685
24-Oct,757.914,alive,airbag,belted,0,f,16,2000,1999,nodeploy,pass,0,0,4:12:02
1-9km/h,21.964,alive,airbag,none,0,f,16,2000,1995,nodeploy,pass,0,1,4:41:02
24-Oct,11.359,alive,none,none,1,m,16,2000,1990,unavail,pass,0,2,4:44:01
24-Oct,766.182,alive,airbag,belted,0,m,16,2000,1998,nodeploy,pass,0,0,0.233344907
40-54,555.43,alive,none,none,1,f,16,2000,1989,unavail,pass,0,2,8:01:01
1-9km/h,139.411,alive,airbag,none,0,m,16,2000,1994,nodeploy,driver,0,3,8:05:01
24-Oct,1024.024,alive,none,belted,0,f,16,2000,1991,unavail,pass,0,0,8:44:01
25-39,267.793,alive,none,belted,1,m,16,2000,1993,unavail,driver,0,2,8:55:02
24-Oct,267.793,alive,none,belted,1,f,16,2000,1988,unavail,driver,0,1,8:56:01
25-39,265.638,alive,airbag,belted,0,m,16,2000,1996,deploy,driver,1,2,0.377789352
25-39,265.638,alive,airbag,belted,1,f,16,2000,1997,deploy,driver,1,2,0.378483796
24-Oct,185.522,alive,none,belted,1,m,16,2000,1990,unavail,driver,0,1,0.408344907
24-Oct,306.33,alive,airbag,belted,1,f,16,2000,1996,nodeploy,driver,0,2,0.425023148
24-Oct,150.54,alive,airbag,belted,0,f,16,2000,1999,nodeploy,driver,0,0,0.427800926
24-Oct,61.03,alive,airbag,belted,0,f,16,2000,1992,nodeploy,driver,0,0,0.479872685
24-Oct,49.461,alive,airbag,belted,1,f,16,2000,1997,deploy,driver,1,3,9:05:01
40-54,29.421,alive,none,belted,1,f,16,2000,1985,unavail,pass,0,3,9:44:02
25-39,58.19,alive,airbag,belted,1,m,16,2000,1995,deploy,driver,1,3,11:55:01
24-Oct,134.147,alive,airbag,belted,0,f,16,2000,1995,nodeploy,driver,0,0,0.504178241
24-Oct,2142.056,alive,airbag,belted,1,f,16,2000,1997,deploy,driver,1,0,0.533344907
24-Oct,2142.056,alive,airbag,belted,0,f,16,2000,1997,nodeploy,pass,0,0,0.533356481
25-39,54.031,alive,none,belted,1,m,16,2000,1989,unavail,driver,0,3,0.572233796
25-39,54.031,alive,none,belted,1,m,16,2000,1989,unavail,pass,0,3,0.572233796
25-39,54.031,alive,airbag,belted,1,m,16,2000,1996,deploy,driver,1,3,0.578483796
25-39,157.387,alive,airbag,belted,0,m,16,2000,1992,deploy,driver,1,0,12:33:01
25-39,653.124,alive,none,none,1,m,16,2000,1988,unavail,driver,0,2,12:40:01
25-39,653.124,alive,none,none,1,m,16,2000,1988,unavail,pass,0,0,12:40:01
25-39,29.757,alive,airbag,belted,1,f,16,2000,1996,deploy,driver,1,1,12:50:01
24-Oct,947.03,alive,none,belted,0,m,16,2000,1989,unavail,driver,0,0,0.552800926
25-39,690.353,alive,none,none,1,f,16,2000,1993,unavail,pass,0,0,0.56806713
40-54,29.757,alive,none,belted,1,f,16,2000,1990,unavail,driver,0,2,0.595173611
24-Oct,19.401,alive,airbag,belted,0,m,16,2000,2000,deploy,pass,1,3,0.606261574
40-54,34.95,alive,airbag,belted,1,m,16,2000,1995,deploy,driver,1,1,0.622233796
25-39,57.728,alive,airbag,belted,1,f,16,2000,1995,deploy,driver,1,3,0.652094907
55+,86.221,alive,airbag,belted,1,m,16,2000,1996,deploy,pass,1,2,13:41:02
24-Oct,185.069,alive,none,belted,0,f,16,2000,1991,unavail,driver,0,1,13:43:02
25-39,689.06,alive,none,belted,1,m,16,2000,1987,unavail,pass,0,0,13:54:01
25-39,265.184,alive,none,belted,1,f,16,2000,1990,unavail,driver,0,0,0.63056713
1-9km/h,146.164,alive,none,belted,1,m,16,2000,1985,unavail,driver,0,0,0.64099537
24-Oct,397.899,alive,airbag,belted,0,f,16,2000,1995,nodeploy,driver,0,1,0.656967593
40-54,86.221,alive,none,belted,0,f,16,2000,1990,unavail,driver,0,3,0.659039352
24-Oct,86.221,alive,none,belted,1,f,16,2000,1990,unavail,driver,0,3,0.660439815
24-Oct,86.221,alive,airbag,belted,1,m,16,2000,1996,deploy,driver,1,0,0.667372685
24-Oct,86.221,alive,airbag,belted,1,m,16,2000,1996,deploy,pass,1,3,0.667372685
24-Oct,86.221,alive,airbag,belted,1,f,16,2000,1997,deploy,pass,1,2,0.688217593
55+,18.809,alive,airbag,none,1,m,16,2000,1993,deploy,driver,1,2,41:59:01
40-54,1135.395,alive,airbag,belted,1,f,16,2000,1999,deploy,driver,1,0,41:93:1
24-Oct,30.171,alive,airbag,none,0,m,16,2000,1996,nodeploy,pass,0,3,41:126:1
55+,867.537,alive,airbag,belted,0,m,16,2000,1993,nodeploy,pass,0,1,41:192:1
24-Oct,732.453,alive,none,belted,1,f,16,2000,1993,unavail,driver,0,0,43:65:2
24-Oct,732.453,alive,none,belted,1,m,16,2000,1993,unavail,pass,0,0,43:65:2
25-39,564.679,alive,airbag,belted,0,f,16,2000,2000,nodeploy,pass,0,0,43:94:2
25-39,454.413,alive,airbag,belted,0,f,16,2000,1992,nodeploy,driver,0,2,43:104:3
24-Oct,963.458,alive,none,belted,0,f,16,2000,1992,unavail,driver,0,1,43:123:2
24-Oct,963.458,alive,none,belted,0,f,16,2000,1992,unavail,pass,0,0,43:123:2
24-Oct,2820.971,alive,airbag,belted,1,f,16,2000,1992,deploy,driver,1,0,43:154:2
24-Oct,727.648,alive,airbag,belted,1,f,16,2000,1996,deploy,driver,1,0,43:219:3
25-39,2001.824,alive,none,belted,1,f,16,2000,1994,unavail,driver,0,0,43:220:1
24-Oct,80.274,alive,airbag,belted,0,f,16,2000,2000,deploy,driver,1,1,43:234:1
24-Oct,80.274,alive,airbag,belted,0,f,16,2000,2000,deploy,pass,1,0,43:234:1
24-Oct,1698.817,alive,airbag,belted,1,f,16,2000,1997,deploy,pass,1,0,43:245:2
24-Oct,199.897,alive,airbag,belted,0,m,16,2000,1995,deploy,driver,1,0,43:257:1
55+,49.415,dead,none,belted,1,m,16,2000,1987,unavail,driver,0,4,45:23:01
25-39,187.031,alive,airbag,belted,1,f,16,2000,1995,deploy,driver,1,0,45:56:02
55+,53.222,alive,none,belted,1,m,16,2000,1989,unavail,driver,0,3,45:70:1
55+,53.222,alive,none,belted,1,m,16,2000,1989,unavail,pass,0,2,45:70:1
25-39,350.996,alive,none,belted,1,f,16,2000,1993,unavail,driver,0,3,45:93:1
24-Oct,371.536,alive,airbag,none,0,f,16,2000,1999,deploy,driver,1,3,48:05:02
24-Oct,450.53,alive,none,none,0,m,16,2000,1988,unavail,driver,0,3,48:45:03
55+,198.591,alive,airbag,belted,1,f,16,2000,1993,deploy,driver,1,3,48:49:02
24-Oct,560.311,alive,airbag,belted,0,m,16,2000,1995,nodeploy,driver,0,0,48:79:1
25-39,560.311,alive,airbag,belted,1,m,16,2000,2000,deploy,driver,1,3,48:79:2
24-Oct,3668.311,alive,airbag,none,1,f,16,2000,1993,deploy,driver,1,3,48:117:1
24-Oct,203.68,alive,airbag,belted,1,f,16,2000,1999,deploy,driver,1,3,48:136:1
55+,427.328,alive,airbag,none,1,m,16,2000,1999,deploy,pass,1,3,48:142:2
25-39,70.845,alive,none,belted,1,f,16,2000,1989,unavail,pass,0,0,49:75:1
25-39,11.75,alive,none,belted,0,m,16,2000,1992,unavail,driver,0,3,49:146:1
25-39,9.785,alive,airbag,none,1,m,16,2000,1998,deploy,driver,1,0,49:160:2
25-39,9.785,alive,none,none,0,m,16,2000,1983,unavail,pass,0,2,49:196:2
24-Oct,354.566,alive,none,belted,0,m,16,2000,1990,unavail,driver,0,0,72:32:02
25-39,10.778,alive,none,belted,0,f,16,2000,1990,unavail,driver,0,3,72:120:1
24-Oct,17.503,alive,airbag,belted,0,f,16,2000,1998,deploy,driver,1,0,72:124:1
25-39,23.081,alive,airbag,belted,0,f,16,2000,1996,nodeploy,pass,0,2,73:55:01
24-Oct,166.298,alive,airbag,belted,0,f,16,2000,1999,nodeploy,pass,0,1,73:85:2
24-Oct,28.93,alive,airbag,belted,1,m,16,2000,1994,deploy,pass,1,1,73:158:1
24-Oct,1267.222,alive,none,belted,1,f,16,2000,1992,unavail,driver,0,0,73:169:1
24-Oct,1267.222,alive,none,belted,1,f,16,2000,1992,unavail,pass,0,0,73:169:1
25-39,90.938,alive,none,belted,0,m,16,2000,1989,unavail,driver,0,3,73:191:1
25-39,735.179,alive,airbag,belted,0,m,16,2000,1997,deploy,pass,1,0,73:212:1
25-39,649.915,alive,none,belted,0,m,16,2000,1991,unavail,driver,0,2,74:06:01
25-39,649.915,alive,none,belted,0,f,16,2000,1991,unavail,pass,0,2,74:06:01
24-Oct,10.831,alive,none,belted,1,f,16,2000,1991,unavail,driver,0,0,74:44:03
24-Oct,10.831,alive,none,belted,1,m,16,2000,1991,unavail,pass,0,2,74:44:03
25-39,13.432,alive,airbag,none,1,m,16,2000,1990,deploy,driver,1,2,74:51:01
40-54,13.585,alive,airbag,belted,0,f,16,2000,1997,deploy,driver,1,1,74:55:01
25-39,9.829,alive,none,belted,0,m,16,2000,1991,unavail,driver,0,3,74:62:2
25-39,9.829,alive,none,belted,0,m,16,2000,1991,unavail,pass,0,2,74:62:2
24-Oct,30.272,alive,none,belted,1,m,16,2000,1978,unavail,driver,0,1,74:72:2
24-Oct,187.409,alive,none,belted,1,f,16,2000,1992,unavail,driver,0,0,74:79:1
24-Oct,187.409,alive,none,none,1,f,16,2000,1988,unavail,pass,0,2,74:79:2
24-Oct,113.477,alive,airbag,belted,1,f,16,2000,1994,deploy,pass,1,2,74:98:1
24-Oct,166.452,alive,airbag,belted,0,f,16,2000,1996,nodeploy,driver,0,0,74:100:2
25-39,10.831,alive,airbag,none,1,f,16,2000,1999,deploy,driver,1,3,74:131:1
25-39,10.831,alive,airbag,none,1,f,16,2000,1999,deploy,pass,1,3,74:131:1
24-Oct,221.936,alive,none,belted,0,f,16,2000,1987,unavail,pass,0,0,74:185:1
24-Oct,12389.117,alive,airbag,belted,1,m,16,2000,1992,deploy,driver,1,0,75:03:01
24-Oct,427.365,alive,none,belted,1,f,16,2000,1989,unavail,pass,0,2,75:05:02
24-Oct,8968.857,alive,airbag,belted,1,f,16,2000,1998,deploy,driver,1,0,75:07:01
25-39,56.28,alive,airbag,belted,1,m,16,2000,1997,deploy,driver,1,0,75:08:01
25-39,112.596,alive,none,belted,0,f,16,2000,1982,unavail,driver,0,3,75:65:1
25-39,134.779,alive,none,none,1,m,16,2000,1986,unavail,driver,0,3,75:84:2
25-39,64.788,alive,airbag,belted,1,m,16,2000,1996,deploy,driver,1,2,75:98:1
24-Oct,1026.369,alive,none,none,0,m,16,2000,1979,unavail,pass,0,0,76:63:1
1-9km/h,2265.032,alive,none,none,0,m,16,2000,1993,unavail,driver,0,0,76:79:1
1-9km/h,2265.032,alive,none,none,0,m,16,2000,1993,unavail,pass,0,0,76:79:1
25-39,260.218,alive,airbag,none,0,m,16,2000,1999,nodeploy,driver,0,1,76:126:2
40-54,129.1,alive,none,none,1,m,16,2000,1975,unavail,driver,0,3,76:148:1
24-Oct,284.39,alive,none,belted,0,f,16,2000,1982,unavail,driver,0,0,78:46:01
24-Oct,80.365,alive,none,belted,0,m,16,2000,1976,unavail,driver,0,3,78:61:2
24-Oct,153.519,alive,none,belted,0,f,16,2000,1990,unavail,driver,0,3,78:63:1
24-Oct,156.625,alive,none,belted,1,m,16,2000,1988,unavail,driver,0,2,79:80:1
24-Oct,14.02,alive,airbag,belted,1,m,16,2000,1998,deploy,driver,1,2,79:126:1
55+,20.651,alive,airbag,belted,1,m,16,2000,1994,deploy,driver,1,0,81:65:2
24-Oct,461.368,alive,airbag,belted,1,m,16,2000,2000,deploy,driver,1,0,81:72:1
40-54,16.528,alive,none,belted,1,m,16,2000,1991,unavail,driver,0,3,81:74:1
55+,16.528,dead,airbag,belted,0,m,16,2000,2000,nodeploy,pass,0,4,81:74:2
24-Oct,1663.996,alive,none,belted,1,f,16,2000,1984,unavail,driver,0,0,81:147:1
24-Oct,1663.996,alive,none,belted,1,f,16,2000,1984,unavail,pass,0,0,81:147:1
24-Oct,22.165,alive,airbag,belted,0,f,16,2000,1995,deploy,driver,1,3,81:148:1
24-Oct,22.165,alive,airbag,belted,0,f,16,2000,1995,deploy,pass,1,0,81:148:1
25-39,99.498,alive,none,none,1,m,16,2000,1984,unavail,driver,0,0,82:110:1
25-39,55.142,alive,none,belted,1,m,16,2001,1992,unavail,pass,0,1,2:01:02
24-Oct,635.05,alive,none,belted,1,f,16,2001,1989,unavail,pass,0,1,2:14:02
24-Oct,65.584,alive,none,none,0,m,16,2001,1992,unavail,driver,0,3,2:16:02
24-Oct,69.484,alive,none,belted,1,f,16,2001,1992,unavail,pass,0,2,2:50:01
24-Oct,297.386,alive,airbag,belted,1,m,16,2001,1995,deploy,driver,1,1,4:22:02
55+,56.42,alive,none,belted,0,f,16,2001,1990,unavail,pass,0,3,0.209039352
